Fecha,Hora,Latitud,Longitud,Profundidad,Magnitud,,,,,,,
07/09/2014,05:34:00,19.293,-69.9438,10,3.03,,,,,,,
11/06/2014,12:34:49,19.2921,-68.884,31.28,3.13,,,,,,,
03/04/2014,12:49:44,19.2917,-67.127,34.24,3.07,,,,,,,
24/06/2014,10:14:29,19.2803,-69.783,27.69,2.8,,,,,,,
13/11/2014,08:46:00,19.2758,-68.9748,22.31,2.82,,,,,,,
27/04/2014,06:36:35,19.2733,-68.304,24.85,3.15,,,,,,,
25/10/2014,06:43:00,19.27,-68.5821,77.93,3.58,,,,,,,
25/06/2014,00:50:10,19.27,-69.804,28.03,2.82,,,,,,,
21/08/2014,06:14:30,19.2681,-70.12,70.72,2.53,,,,,,,
24/02/2014,08:21:09,19.2608,-71.141,42.48,3.54,,,,,,,
07/02/2014,01:54:57,19.2595,-70.773,42.06,2.43,,,,,,,
15/04/2014,17:11:31,19.2522,-70.072,10.1,3.11,,,,,,,
28/01/2014,03:29:50,19.2477,-69.835,95.81,2.55,,,,,,,
15/07/2014,14:51:03,19.2456,-68.311,100.67,3.43,,,,,,,
27/11/2014,17:15:00,19.2403,-70.0156,7.48,3.03,,,,,,,
12/02/2014,01:27:20,19.2385,-69.062,100.3,3.59,,,,,,,
09/08/2014,00:33:34,19.2318,-70.347,9.93,3.07,,,,,,,
07/02/2014,13:37:46,19.2207,-68.213,7.78,3.41,,,,,,,
22/10/2014,10:06:00,19.2168,-69.9075,17.86,3.28,,,,,,,
06/03/2014,21:56:48,19.2147,-67.878,34.86,4.96,,,,,,,
19/01/2014,04:03:45,19.2128,-70.487,44.65,2.86,,,,,,,
16/10/2014,12:38:00,19.2126,-68.4261,5,3.28,,,,,,,
08/12/2014,05:49:00,19.2103,-68.9828,20,3.35,,,,,,,
12/06/2014,02:04:41,19.2093,-70.04,8.41,1.86,,,,,,,
12/02/2014,01:24:20,19.2092,-70.117,58.92,2.99,,,,,,,
13/03/2014,17:42:07,19.2067,-69.335,57.52,3.25,,,,,,,
17/02/2014,19:33:46,19.206,-72.353,13.73,3,,,,,,,
01/01/2014,02:14:14,19.205,-68.253,3.36,3.29,,,,,,,
23/10/2014,20:15:00,19.2041,-70.123,20,1.67,,,,,,,
04/04/2014,19:07:42,19.2038,-68.494,70.58,3.4,,,,,,,
29/09/2014,15:35:00,19.2025,-68.289,1.39,3.22,,,,,,,
10/04/2014,20:25:39,19.201,-69.408,19.51,2.27,,,,,,,
18/05/2014,06:47:32,19.1983,-69.098,39.44,3.82,,,,,,,
12/11/2014,07:10:00,19.1976,-68.68,91.95,3.87,,,,,,,
19/09/2014,15:58:00,19.1943,-69.4913,9.02,3.14,,,,,,,
27/11/2014,02:26:00,19.1898,-69.7345,102.23,2.98,,,,,,,
14/02/2014,04:22:14,19.1867,-68.876,44.09,3.51,,,,,,,
08/03/2014,00:55:24,19.1803,-67.859,69.62,3.64,,,,,,,
11/06/2014,13:46:27,19.1799,-69.049,32.71,3.29,,,,,,,
18/01/2014,08:41:26,19.1771,-68.575,20.93,3.16,,,,,,,
04/03/2014,09:33:26,19.1765,-67.349,24.58,3.69,,,,,,,
26/06/2014,11:25:22,19.1751,-69.589,93.5,3.35,,,,,,,
22/12/2014,04:47:00,19.1715,-69.3645,0,3.36,,,,,,,
10/05/2014,01:23:27,19.167,-69.636,81.22,3.37,,,,,,,
20/02/2014,19:07:38,19.1667,-67.877,24.53,3.29,,,,,,,
20/01/2014,13:39:13,19.1618,-69.959,20,2.93,,,,,,,
24/04/2014,09:44:24,19.1617,-69.646,87.8,3.06,,,,,,,
12/02/2014,03:56:42,19.1598,-70.151,38.64,2.93,,,,,,,
16/01/2014,03:39:27,19.1567,-70.849,110.7,2.97,,,,,,,
23/07/2014,00:29:53,19.1551,-69.727,79.89,3.37,,,,,,,
24/04/2014,06:52:58,19.1513,-69.608,110.02,4.01,,,,,,,
24/07/2014,20:31:52,19.1498,-69.345,3.52,3.03,,,,,,,
27/05/2014,11:41:21,19.1486,-68.137,6.8,3.46,,,,,,,
19/03/2014,11:59:46,19.1477,-68.155,12.36,3.06,,,,,,,
27/01/2014,06:22:27,19.1463,-69.578,136.38,3.01,,,,,,,
09/12/2014,14:51:00,19.1441,-71.3315,68.39,3.15,,,,,,,
04/01/2014,10:25:28,19.1427,-69.271,48.11,2.93,,,,,,,
14/05/2014,01:39:00,19.1418,-69.435,67.05,3.13,,,,,,,
11/05/2014,13:50:33,19.1408,-68.056,20,3.27,,,,,,,
08/06/2014,09:31:20,19.1402,-68.81,20.1,2.5,,,,,,,
23/07/2014,20:20:12,19.1386,-68.2,20.47,2.89,,,,,,,
28/12/2014,07:04:00,19.1368,-70.6788,9.4,2.62,,,,,,,
17/01/2014,07:55:14,19.1348,-69.935,26.29,2.8,,,,,,,
27/02/2014,12:46:43,19.1325,-72.279,2,3.21,,,,,,,
24/03/2014,13:49:24,19.132,-69.841,21.7,3.23,,,,,,,
02/09/2014,11:18:00,19.1298,-69.5646,5,2.48,,,,,,,
17/12/2014,02:11:00,19.1266,-69.6598,87.42,3.1,,,,,,,
28/07/2014,06:26:26,19.1228,-68.604,11.18,3.05,,,,,,,
15/01/2014,06:31:31,19.1227,-69.939,40.4,2.66,,,,,,,
17/05/2014,21:47:55,19.1171,-70.471,88.62,3.28,,,,,,,
06/03/2014,02:01:10,19.1162,-68.382,24.61,2.96,,,,,,,
11/04/2014,07:28:05,19.116,-70.275,93.01,2.82,,,,,,,
25/12/2014,09:13:00,19.1128,-69.472,69.1,3.31,,,,,,,
25/12/2014,09:13:00,19.1128,-69.472,69.1,3.31,,,,,,,
31/12/2014,22:20:00,19.1123,-71.1636,87.52,3.31,,,,,,,
14/01/2014,11:24:26,19.1102,-69.945,47.73,3.17,,,,,,,
15/12/2014,17:37:00,19.1071,-69.0221,12.92,3.12,,,,,,,
11/11/2014,18:45:00,19.1071,-69.6153,1.53,2.94,,,,,,,
07/01/2014,06:22:43,19.1065,-68.2,20.02,3.03,,,,,,,
21/03/2014,18:15:40,19.1025,-70.296,97.21,3.2,,,,,,,
17/03/2014,07:31:52,19.1022,-70.309,43.24,3.13,,,,,,,
10/05/2014,01:23:26,19.102,-69.628,87.28,3.73,,,,,,,
20/05/2014,21:07:08,19.1015,-69.617,92.44,3.92,,,,,,,
29/04/2014,14:53:58,19.1003,-68.37,24.2,2.71,,,,,,,
28/12/2014,15:54:00,19.1,-69.0436,8.37,2.97,,,,,,,
29/06/2014,05:19:36,19.1,-70.011,8,2.15,,,,,,,
16/01/2014,19:44:44,19.0985,-69.099,16.65,3.07,,,,,,,
13/01/2014,22:20:36,19.0937,-69.914,53.33,2.76,,,,,,,
15/12/2014,17:38:00,19.0931,-69.0491,11.04,2.63,,,,,,,
24/03/2014,21:32:04,19.093,-69.523,5.56,2.89,,,,,,,
17/12/2014,21:08:00,19.0916,-68.2195,9.65,3.05,,,,,,,
01/01/2014,09:27:19,19.0915,-67.679,25.58,3.33,,,,,,,
16/10/2014,20:28:00,19.0898,-69.2506,21.77,2.79,,,,,,,
28/12/2014,17:30:00,19.0865,-69.0666,4.3,2.29,,,,,,,
27/06/2014,12:01:27,19.086,-68.003,44.7,3.5,,,,,,,
13/01/2014,12:37:06,19.0855,-69.964,10,3,,,,,,,
16/05/2014,22:23:10,19.0851,-69.536,7.67,3,,,,,,,
26/06/2014,13:49:19,19.0848,-68.759,10.68,3.01,,,,,,,
16/08/2014,07:13:59,19.0836,-68.934,2.38,3.29,,,,,,,
27/02/2014,03:06:35,19.0833,-69.731,79.29,3.29,,,,,,,
16/01/2014,23:54:22,19.0815,-69.944,5.21,2.73,,,,,,,
16/01/2014,16:18:20,19.081,-69.978,61.98,2.93,,,,,,,
13/08/2014,12:26:09,19.0803,-69.669,93.24,3.61,,,,,,,
14/01/2014,11:37:22,19.0777,-69.931,20,2.65,,,,,,,
13/08/2014,12:26:09,19.0768,-69.67,93.73,3.69,,,,,,,
04/12/2014,19:32:00,19.074,-69.4193,4.05,2.22,,,,,,,
27/11/2014,09:06:00,19.0738,-71.5603,74.31,3.07,,,,,,,
28/08/2014,21:52:00,19.0701,-69.7698,82.07,2.55,,,,,,,
23/01/2014,04:47:16,19.0685,-69.958,58.93,2.87,,,,,,,
25/04/2014,10:21:28,19.0682,-69.648,88.48,3.33,,,,,,,
13/01/2014,22:20:36,19.0632,-69.97,3,3.11,,,,,,,
17/05/2014,03:37:29,19.0608,-70.873,2.3,3.07,,,,,,,
04/06/2014,20:59:30,19.0585,-69.687,1.76,2.28,,,,,,,
17/01/2014,00:27:35,19.0582,-69.973,3,3,,,,,,,
13/01/2014,12:10:31,19.0577,-69.882,57.21,2.69,,,,,,,
24/08/2014,22:35:00,19.0513,-70.1203,0.01,2.79,,,,,,,
11/07/2014,02:31:46,19.0495,-69.259,0,3.9,,,,,,,
29/03/2014,11:28:12,19.0483,-71.009,94.16,3.19,,,,,,,
17/05/2014,03:35:45,19.0473,-70.89,20,3,,,,,,,
11/07/2014,02:31:47,19.0448,-69.2,9.55,3.84,,,,,,,
07/07/2014,07:13:08,19.0443,-68.843,43.07,3.94,,,,,,,
04/06/2014,20:48:16,19.044,-69.736,32.8,2.06,,,,,,,
16/12/2014,15:25:00,19.0438,-69.6821,92.06,3.03,,,,,,,
14/05/2014,20:29:41,19.0438,-70.994,64.53,3.2,,,,,,,
19/03/2014,07:32:17,19.043,-70.177,25.06,3.28,,,,,,,
16/09/2014,11:46:00,19.04,-70.6713,20,2.74,,,,,,,
16/09/2014,11:46:00,19.04,-70.6713,20,2.74,,,,,,,
22/05/2014,05:15:39,19.0343,-68.113,26.53,2.98,,,,,,,
29/11/2014,20:17:00,19.0341,-69.1111,7.85,2.65,,,,,,,
16/03/2014,13:31:27,19.0325,-69.759,0,2.82,,,,,,,
12/05/2014,22:31:51,19.0271,-69.253,26.32,2.81,,,,,,,
08/04/2014,10:24:20,19.027,-69.286,126.99,3.47,,,,,,,
21/03/2014,21:27:33,19.026,-68.335,8.57,2.98,,,,,,,
22/03/2014,12:15:48,19.024,-68.449,8.36,3.16,,,,,,,
16/11/2014,13:57:00,19.012,-69.03,20,3.12,,,,,,,
18/11/2014,21:05:00,19.0075,-69.0826,8.06,3.13,,,,,,,
17/08/2014,07:28:27,19.0071,-70.298,128.86,2.98,,,,,,,
02/07/2014,21:08:14,19.0041,-69.627,7.93,2.49,,,,,,,
16/09/2014,08:37:00,18.9988,-70.6716,8.04,3.09,,,,,,,
16/09/2014,06:24:00,18.9886,-70.6608,3.03,2.98,,,,,,,
01/08/2014,10:20:41,18.9841,-68.741,20.77,3.37,,,,,,,
10/02/2014,06:01:30,18.9833,-67.626,10,3.18,,,,,,,
09/12/2014,14:55:00,18.9833,-71.7733,73.13,2.4,,,,,,,
25/03/2014,04:19:35,18.9755,-67.805,45.47,3.33,,,,,,,
17/07/2014,16:36:04,18.9681,-69.13,2.1,3.33,,,,,,,
02/01/2014,01:26:55,18.9677,-69.311,90.28,3.37,,,,,,,
15/05/2014,14:55:59,18.9671,-70.07,78.32,3.11,,,,,,,
01/07/2014,04:23:36,18.967,-69.133,69.43,2.55,,,,,,,
05/01/2014,20:59:56,18.9668,-70.719,98.78,2.78,,,,,,,
17/03/2014,13:45:40,18.9663,-70.207,48.05,3.16,,,,,,,
13/01/2014,22:27:21,18.9635,-69.895,55.49,2.46,,,,,,,
17/10/2014,08:27:00,18.9618,-68.3093,2.71,3.15,,,,,,,
14/05/2014,11:50:16,18.9613,-70.866,10,2.87,,,,,,,
30/11/2014,00:15:00,18.9593,-69.047,8.01,2.74,,,,,,,
12/08/2014,09:48:00,18.9563,-72.048,53,3.45,,,,,,,
29/05/2014,11:59:40,18.9536,-71.259,30.45,2.98,,,,,,,
14/09/2014,00:02:00,18.948,-69.8653,20.41,2.29,,,,,,,
14/09/2014,00:02:00,18.948,-69.8653,20.41,2.29,,,,,,,
05/03/2014,12:09:24,18.9435,-68.797,27.48,3.11,,,,,,,
03/02/2014,01:19:17,18.9413,-71.645,112.9,3.18,,,,,,,
15/02/2014,17:17:44,18.9382,-67.943,25.08,3.69,,,,,,,
27/01/2014,04:09:46,18.9365,-68.484,25.11,2.71,,,,,,,
02/07/2014,05:18:38,18.933,-69.91,14.14,2.64,,,,,,,
06/03/2014,02:14:56,18.932,-71.07,104.81,3.03,,,,,,,
09/05/2014,06:12:57,18.931,-69.195,7.1,3.15,,,,,,,
03/03/2014,08:59:44,18.9292,-69.201,118.36,3.44,,,,,,,
29/08/2014,19:29:00,18.9261,-71.5791,53.04,3.31,,,,,,,
12/02/2014,23:20:54,18.9248,-71.933,67.21,3.39,,,,,,,
14/06/2014,20:49:53,18.9233,-70.447,77.3,2.94,,,,,,,
22/04/2014,00:10:31,18.9177,-70.631,54.2,2.86,,,,,,,
17/03/2014,12:55:04,18.9143,-67.966,21.22,3.52,,,,,,,
17/01/2014,14:46:01,18.912,-69.456,86.47,3.05,,,,,,,
20/09/2014,06:23:00,18.9065,-70.2541,108.78,3.06,,,,,,,
12/06/2014,00:04:35,18.8981,-70.244,39.39,2.24,,,,,,,
01/04/2014,08:14:34,18.8917,-68.623,20,2.82,,,,,,,
24/03/2014,18:50:47,18.8893,-69.787,75.73,2.88,,,,,,,
19/04/2014,12:04:32,18.8892,-70.442,122.83,2.74,,,,,,,
17/10/2014,08:30:00,18.8856,-68.2618,24.21,2.9,,,,,,,
09/07/2014,15:05:27,18.8811,-70.21,118.38,3.31,,,,,,,
28/02/2014,00:25:30,18.8795,-69.767,7.2,2.89,,,,,,,
06/02/2014,06:07:05,18.8733,-69.288,76.4,2.78,,,,,,,
03/03/2014,00:25:07,18.8682,-68.82,20.41,3.35,,,,,,,
15/04/2014,17:41:43,18.8677,-70.472,58.01,2.96,,,,,,,
14/01/2014,19:20:52,18.8657,-69.762,7.31,2.53,,,,,,,
07/12/2014,02:42:00,18.8633,-67.9731,25.22,3.25,,,,,,,
21/08/2014,04:52:31,18.862,-69.38,75.93,2.67,,,,,,,
19/05/2014,03:53:27,18.8585,-69.907,82.22,2.73,,,,,,,
14/01/2014,20:52:28,18.8573,-69.809,72.91,3.03,,,,,,,
19/03/2014,13:31:36,18.8563,-69.82,70.6,3.07,,,,,,,
07/09/2014,07:33:00,18.8546,-70.3593,109.9,3.16,,,,,,,
10/12/2014,21:36:00,18.8516,-71.1286,5.48,2.97,,,,,,,
21/02/2014,10:01:58,18.8483,-69.609,93.42,3.12,,,,,,,
23/04/2014,05:44:44,18.8472,-70.082,91.99,2.64,,,,,,,
22/01/2014,17:02:20,18.8412,-67.396,3,3.42,,,,,,,
16/07/2014,08:22:20,18.8393,-70.567,41.36,2.84,,,,,,,
05/01/2014,08:32:10,18.8303,-68.391,24.35,3.1,,,,,,,
17/03/2014,00:02:48,18.8298,-69.718,92.43,2.99,,,,,,,
25/02/2014,21:01:46,18.8295,-67.29,11.56,3.37,,,,,,,
03/02/2014,10:16:30,18.8292,-69.655,73.27,3.27,,,,,,,
24/07/2014,11:00:26,18.8288,-70.171,114.52,3.07,,,,,,,
14/01/2014,11:20:29,18.8282,-69.779,74.28,2.64,,,,,,,
27/08/2014,09:04:00,18.827,-68.779,20.75,2.82,,,,,,,
04/01/2014,18:49:50,18.8268,-67.066,10.88,3.33,,,,,,,
08/12/2014,03:24:00,18.8266,-68.598,10,3.59,,,,,,,
11/02/2014,12:46:10,18.8247,-68.342,93.61,3.19,,,,,,,
15/01/2014,06:35:58,18.8243,-68.351,29.97,2.75,,,,,,,
04/11/2014,06:21:00,18.824,-69.6098,90.24,3.09,,,,,,,
21/03/2014,19:42:10,18.8187,-68.37,57.87,3.33,,,,,,,
01/04/2014,11:21:55,18.8163,-69.779,86.65,3.02,,,,,,,
05/11/2014,06:24:00,18.815,-69.5685,82.92,3.15,,,,,,,
17/04/2014,19:49:13,18.8127,-69.402,73.04,2.54,,,,,,,
22/01/2014,00:24:45,18.8098,-70.211,91.93,3.16,,,,,,,
22/01/2014,14:12:17,18.8077,-67.567,4.17,3.23,,,,,,,
05/03/2014,08:24:47,18.8055,-68.794,2,3.54,,,,,,,
20/02/2014,04:21:50,18.8047,-69.299,126.79,2.7,,,,,,,
13/05/2014,07:45:46,18.804,-70.387,108.14,3.35,,,,,,,
21/01/2014,10:14:16,18.8023,-67.858,113.52,3.44,,,,,,,
23/04/2014,04:37:14,18.8008,-70.005,94.01,2.93,,,,,,,
20/07/2014,03:35:45,18.8003,-69.306,81.89,3.18,,,,,,,
21/01/2014,04:08:43,18.8,-69.055,106.06,3.27,,,,,,,
25/11/2014,11:30:00,18.7983,-69.7461,106.64,2.79,,,,,,,
01/03/2014,02:14:14,18.7978,-69.583,74.93,3.71,,,,,,,
30/05/2014,21:33:28,18.7941,-70.009,89.59,3.06,,,,,,,
22/01/2014,16:01:14,18.7905,-67.603,7.26,3.11,,,,,,,
05/07/2014,07:53:58,18.7885,-70.325,26.02,2.83,,,,,,,
01/12/2014,07:01:00,18.7875,-69.2785,94.59,3.46,,,,,,,
11/06/2014,00:59:53,18.7863,-68.352,72.79,3.13,,,,,,,
01/10/2014,00:34:00,18.7863,-69.7113,77.59,3.34,,,,,,,
13/01/2014,08:24:38,18.7742,-69.744,74.23,2.83,,,,,,,
26/01/2014,01:20:26,18.774,-69.562,99.67,2.88,,,,,,,
12/01/2014,00:56:12,18.7727,-69.506,98.02,2.73,,,,,,,
25/06/2014,23:32:17,18.7713,-69.721,83.99,3.11,,,,,,,
12/02/2014,23:20:07,18.7707,-69.087,131.88,3.56,,,,,,,
23/02/2014,10:10:10,18.7695,-69.506,95.31,3.18,,,,,,,
13/03/2014,20:34:52,18.769,-71.847,90.62,3.35,,,,,,,
03/08/2014,02:33:47,18.766,-70.293,94.62,3.07,,,,,,,    
16/01/2014,19:13:31,18.764,-69.758,83.71,2.79,,,,,,,
26/01/2014,01:20:28,18.7627,-69.495,86.67,2.85,,,,,,,
23/02/2014,23:58:00,18.7597,-68.279,99.46,3.38,,,,,,,
22/12/2014,15:22:00,18.7581,-69.7055,78.82,3.24,,,,,,,
02/03/2014,03:55:01,18.7575,-70.341,95.68,3.05,,,,,,,
14/03/2014,10:54:30,18.7542,-69.741,73.71,3.07,,,,,,,
02/09/2014,08:10:00,18.749,-71.591,47.95,2.63,,,,,,,
10/08/2014,00:08:20,18.7486,-68.199,88.82,4.17,,,,,,,
24/10/2014,22:16:00,18.7483,-69.4913,90.14,2.98,,,,,,,
03/11/2014,02:08:00,18.7478,-69.3948,97.16,2.94,,,,,,,
10/05/2014,02:47:49,18.7445,-70.313,92.07,3.19,,,,,,,
02/06/2014,13:16:08,18.7418,-69.301,105.84,2.94,,,,,,,
10/02/2014,22:25:18,18.74,-70.434,67.73,3.06,,,,,,,
18/01/2014,12:40:54,18.7398,-69.48,87.67,3.1,,,,,,,
07/08/2014,04:16:08,18.7375,-69.963,100.25,3.04,,,,,,,
26/04/2014,08:35:00,18.7372,-70.318,87.65,2.84,,,,,,,
16/12/2014,18:50:00,18.7371,-69.365,96.74,3.37,,,,,,,
09/01/2014,14:57:27,18.7315,-69.424,85.81,2.97,,,,,,,
12/04/2014,13:30:30,18.7275,-70.526,39.79,2.94,,,,,,,
23/06/2014,04:12:22,18.7265,-69.457,94.07,2.85,,,,,,,
26/08/2014,19:20:00,18.722,-69.0808,96.84,3.53,,,,,,,
24/12/2014,01:37:00,18.7216,-69.8006,81.22,2.99,,,,,,,
04/09/2014,03:45:00,18.7216,-71.6883,46.64,2.32,,,,,,,
07/07/2014,09:20:49,18.7206,-67.894,73.47,3.47,,,,,,,
02/01/2014,16:41:39,18.7202,-69.601,108.73,3.39,,,,,,,
15/01/2014,03:33:46,18.719,-69.164,17.71,2.94,,,,,,,
27/08/2014,00:52:00,18.7146,-71.7863,32.14,2.45,,,,,,,
08/11/2014,07:47:00,18.7131,-70.3425,27.84,2.94,,,,,,,
08/01/2014,09:34:18,18.712,-69.166,142.99,3.34,,,,,,,
24/06/2014,03:51:30,18.7108,-70.353,2.4,3.09,,,,,,,
29/04/2014,14:51:53,18.7105,-70.223,72.85,2.71,,,,,,,
18/04/2014,14:16:54,18.7078,-68.767,147.73,3.84,,,,,,,
04/02/2014,12:43:55,18.7058,-70.031,88.67,3.25,,,,,,,
05/05/2014,19:57:38,18.7042,-69.476,90.31,3.54,,,,,,,
12/05/2014,13:27:38,18.7035,-69.093,123.22,3.16,,,,,,,
19/09/2014,22:03:00,18.7035,-69.3405,86.69,3.37,,,,,,,
08/11/2014,19:10:00,18.7031,-70.624,31.17,2.28,,,,,,,
10/05/2014,20:04:39,18.7008,-69.35,96.95,3.17,,,,,,,
09/05/2014,11:46:56,18.6998,-69.748,89.89,3.23,,,,,,,
15/04/2014,01:33:59,18.6937,-69.405,82.8,3.18,,,,,,,
01/08/2014,10:20:35,18.693,-68.845,81.15,3.46,,,,,,,
30/01/2014,08:26:22,18.6915,-67.146,67.39,3.37,,,,,,,
21/05/2014,07:55:57,18.6915,-69.688,99.16,2.84,,,,,,,
07/08/2014,09:23:10,18.6913,-69.686,96.82,2.78,,,,,,,
01/05/2014,12:23:50,18.6897,-68.641,141.95,3.54,,,,,,,
17/03/2014,05:03:52,18.6897,-69.498,101.73,2.8,,,,,,,
24/03/2014,03:40:39,18.6857,-71.474,117.23,3.27,,,,,,,
13/03/2014,20:25:40,18.6855,-69.439,97.26,3.09,,,,,,,
05/06/2014,03:20:52,18.684,-69.539,23.29,3.07,,,,,,,
26/09/2014,01:07:00,18.684,-71.9308,3,2.89,,,,,,,
30/07/2014,19:58:42,18.6838,-71.589,1.28,2.46,,,,,,,
18/03/2014,16:45:02,18.6787,-72.145,72.89,2.94,,,,,,,
23/10/2014,22:41:00,18.6763,-69.4166,94.96,3.42,,,,,,,
14/07/2014,00:49:44,18.674,-70.361,85.02,3.1,,,,,,,
11/04/2014,22:34:33,18.6735,-69.63,87.16,2.89,,,,,,,
29/08/2014,06:45:00,18.6731,-71.5885,0.74,2.47,,,,,,,
07/08/2014,22:29:06,18.6725,-68.478,106.03,3.08,,,,,,,
07/08/2014,22:29:06,18.6725,-68.478,106.03,3.08,,,,,,,
01/08/2014,10:20:35,18.6691,-68.858,82.6,3.42,,,,,,,
06/03/2014,02:26:38,18.6668,-69.363,82.55,3.07,,,,,,,
09/10/2014,23:00:00,18.6646,-72.5183,10.28,3.17,,,,,,,
14/10/2014,13:04:00,18.6635,-68.4283,72.77,3.46,,,,,,,
25/01/2014,18:28:01,18.662,-69.543,85.1,3.08,,,,,,,
15/02/2014,01:48:25,18.6592,-69.441,80.84,3.13,,,,,,,
03/06/2014,02:53:15,18.6561,-69.823,22.31,3.05,,,,,,,
18/01/2014,07:06:57,18.654,-69.777,92.23,4.07,,,,,,,
07/07/2014,10:07:14,18.651,-67.894,84.04,3.66,,,,,,,
15/09/2014,03:40:00,18.6455,-69.1135,122.88,3.69,,,,,,,
19/12/2014,22:36:00,18.6455,-70.2291,80.31,3.19,,,,,,,
22/12/2014,03:44:00,18.645,-68.2583,0,3.49,,,,,,,
09/09/2014,07:42:00,18.6375,-69.534,75.46,3.01,,,,,,,
09/10/2014,23:00:00,18.6368,-72.5168,10.73,2.88,,,,,,,
05/03/2014,14:48:06,18.635,-70.333,39.97,3.02,,,,,,,
28/01/2014,19:14:11,18.6335,-68.514,84.53,3.46,,,,,,,
10/02/2014,18:34:27,18.6333,-69.035,103.6,3.41,,,,,,,    
22/01/2014,18:21:43,18.6307,-70.339,2.89,2.98,,,,,,,
03/04/2014,03:59:48,18.6272,-72.167,6,2.52,,,,,,,
26/01/2014,20:21:34,18.6265,-68.466,80.8,3.18,,,,,,,
07/02/2014,03:49:06,18.6265,-69.585,122.91,2.99,,,,,,,
05/06/2014,00:21:02,18.6261,-70.401,83.5,3.01,,,,,,,
19/12/2014,14:55:00,18.6216,-72.059,14.91,2.96,,,,,,,
01/09/2014,22:03:00,18.6208,-69.1343,11.36,2.77,,,,,,,
21/04/2014,04:14:00,18.6205,-68.935,104.22,3.25,,,,,,,
27/06/2014,19:58:12,18.6181,-69.677,81.58,3.06,,,,,,,
05/10/2014,23:08:00,18.6158,-69.0536,117.94,4.13,,,,,,,
21/03/2014,21:48:17,18.6113,-69.505,77.81,2.94,,,,,,,
31/03/2014,02:47:40,18.6102,-70.825,9.52,2.85,,,,,,,
16/05/2014,13:00:28,18.6088,-69.089,115.3,3.39,,,,,,,
05/10/2014,23:08:00,18.6058,-69.0511,117.1,4.12,,,,,,,
25/10/2014,04:47:00,18.6046,-69.8641,122.08,3.35,,,,,,,
25/09/2014,18:58:00,18.6035,-70.3613,2.4,3.14,,,,,,,
09/05/2014,04:10:49,18.6028,-69.187,130.89,3.76,,,,,,,
06/05/2014,12:58:17,18.6025,-67.481,11.92,2.73,,,,,,,
22/04/2014,08:42:31,18.6025,-69.559,121.81,2.95,,,,,,,
29/12/2014,14:35:00,18.6021,-71.6443,46.83,2.24,,,,,,,
22/04/2014,18:08:44,18.6015,-69.016,128.09,3.22,,,,,,,
06/07/2014,03:52:01,18.6005,-68.412,30.79,3.15,,,,,,,
19/03/2014,22:03:13,18.6002,-69.097,99.27,2.87,,,,,,,
21/06/2014,08:34:09,18.5966,-68.154,110.55,3.43,,,,,,,
31/12/2014,22:05:00,18.5955,-69.2805,97.16,3.52,,,,,,,
27/11/2014,20:17:00,18.5938,-70.3365,8.92,2.59,,,,,,,
02/03/2014,06:56:43,18.5922,-70.515,4.11,3.08,,,,,,,
15/01/2014,11:02:56,18.5877,-68.185,10,2.39,,,,,,,
19/07/2014,01:53:33,18.5871,-70.652,10.93,2.99,,,,,,,
16/01/2014,02:07:07,18.5868,-70.582,20,2.57,,,,,,,
